Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Current_Age,Mileage_Per_Year
3338,Maruti Ritz ZXi,Coimbatore,2016,22767,First,18.5,1197.0,85.8,5.0,6.14,0,0,1,0,1,8,2.3125
3339,Hyundai i20 Sportz AT 1.4,Bangalore,2012,58000,Second,15.0,1396.0,98.6,5.0,4.4,0,0,1,1,0,12,1.25
3340,Maruti Swift Dzire LDI,Pune,2017,57000,First,26.59,1248.0,74.0,5.0,4.25,1,0,0,0,1,7,3.7985714285714285
3341,BMW 7 Series 2007-2012 750Li,Kochi,2010,50161,First,8.77,4395.0,402.0,5.0,25.93,0,0,1,1,0,14,0.6264285714285714
3342,Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45000,First,22.7,1598.0,118.0,5.0,7.0,1,0,0,0,1,8,2.8375
3343,Toyota Fortuner 4x4 AT,Coimbatore,2017,68319,First,12.55,2982.0,168.5,7.0,25.12,1,0,0,1,0,7,1.792857142857143
3344,Hyundai EON 1.0 Magna Plus Option O,Kochi,2017,30711,First,20.3,998.0,68.05,5.0,4.45,0,0,1,0,1,7,2.9
3345,Hyundai i20 1.4 CRDi Magna,Kolkata,2011,38277,First,21.9,1396.0,90.0,5.0,2.4,1,0,0,0,1,13,1.6846153846153844
3346,Volkswagen Vento Diesel Highline,Pune,2012,115000,Second,20.54,1598.0,103.6,5.0,4.33,1,0,0,0,1,12,1.7116666666666667
3347,Maruti Swift Dzire VXi AT,Coimbatore,2017,46849,First,18.5,1197.0,83.14,5.0,6.93,0,0,1,1,0,7,2.642857142857143
3348,Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,First,21.9,1396.0,90.0,5.0,4.25,1,0,0,0,1,10,2.19
3349,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2010,130923,First,14.21,2143.0,203.0,5.0,12.5,1,0,0,1,0,14,1.0150000000000001
3350,Hyundai Grand i10 Sportz,Chennai,2015,15000,First,18.9,1197.0,82.0,5.0,4.9,0,0,1,0,1,9,2.0999999999999996
3351,Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,First,23.0,1396.0,90.0,5.0,4.5,1,0,0,0,1,10,2.3
3352,Renault KWID RXT,Jaipur,2016,12500,First,25.17,799.0,53.3,5.0,3.0,0,0,1,0,1,8,3.14625
3353,Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,59800,First,16.9,1197.0,82.0,5.0,5.8,0,0,1,1,0,9,1.8777777777777775
3354,Volkswagen Vento Petrol Highline,Pune,2011,54211,First,15.04,1598.0,103.6,5.0,3.33,0,0,1,0,1,13,1.156923076923077
3355,Chevrolet Cruze LTZ AT,Kochi,2015,62242,First,14.39,1998.0,163.7,5.0,6.62,1,0,0,1,0,9,1.598888888888889
3356,Nissan Terrano XL 110 PS,Mumbai,2015,54000,Second,19.01,1461.0,108.5,5.0,5.75,1,0,0,0,1,9,2.1122222222222224
3357,Hyundai Verna 1.6 SX,Hyderabad,2012,65000,First,22.32,1582.0,126.32,5.0,6.2,1,0,0,0,1,12,1.86
3358,Maruti Celerio VXI AMT,Chennai,2015,55000,First,23.1,998.0,67.04,5.0,3.5,0,0,1,1,0,9,2.566666666666667
3359,Maruti Wagon R LXI,Pune,2010,71000,First,18.9,998.0,67.1,5.0,2.0,0,0,1,0,1,14,1.3499999999999999
3360,Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,70000,First,21.9,1396.0,88.8,5.0,4.0,1,0,0,0,1,12,1.825
3361,Audi A4 1.8 TFSI,Mumbai,2011,53000,First,12.3,1781.0,163.2,5.0,9.5,0,0,1,1,0,13,0.9461538461538462
3362,BMW X1 sDrive20d,Mumbai,2013,43000,First,17.05,1995.0,184.0,5.0,17.5,1,0,0,1,0,11,1.55
3363,Skoda Rapid 1.6 MPI AT Elegance Plus,Mumbai,2015,54000,First,14.3,1598.0,103.52,5.0,6.11,0,0,1,1,0,9,1.588888888888889
3364,Hyundai i10 Magna,Ahmedabad,2014,51000,First,20.36,1197.0,78.9,5.0,3.75,0,0,1,0,1,10,2.036
3365,Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,2007,78000,Second,10.5,2835.0,107.2,6.0,6.2,1,0,0,0,1,17,0.6176470588235294
3366,Honda City i DTEC SV,Mumbai,2014,25000,First,26.0,1498.0,98.6,5.0,6.15,1,0,0,0,1,10,2.6
3367,Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,First,20.92,998.0,67.1,5.0,2.4,0,0,1,0,1,12,1.7433333333333334
3368,Maruti Swift Ldi BSIII,Pune,2009,80000,Fourth & Above,17.8,1248.0,75.0,5.0,2.15,1,0,0,0,1,15,1.1866666666666668
3369,Hyundai Grand i10 Magna,Kolkata,2016,21000,First,18.9,1197.0,82.0,5.0,3.75,0,0,1,0,1,8,2.3625
3370,Ford Figo Petrol ZXI,Mumbai,2011,32000,Second,15.6,1196.0,70.0,5.0,2.15,0,0,1,0,1,13,1.2
3371,Hyundai Grand i10 SportZ Edition,Bangalore,2015,50000,First,18.9,1197.0,81.86,5.0,4.75,0,0,1,0,1,9,2.0999999999999996
3372,Maruti SX4 Vxi BSIV,Mumbai,2010,47500,First,15.5,1586.0,103.3,5.0,2.45,0,0,1,0,1,14,1.1071428571428572
3373,Honda City i-VTEC VX,Mumbai,2017,7500,First,17.4,1497.0,117.3,5.0,11.15,0,0,1,0,1,7,2.4857142857142853
3374,Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,First,19.6,1461.0,108.45,5.0,8.9,1,0,0,1,0,8,2.45
3375,Honda Amaze S i-Dtech,Ahmedabad,2014,61000,First,25.8,1498.0,98.6,5.0,4.35,1,0,0,0,1,10,2.58
3376,Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,2015,100000,Second,12.99,2494.0,100.6,7.0,12.0,1,0,0,0,1,9,1.4433333333333334
3377,BMW 3 Series 320d Highline,Mumbai,2009,61500,Second,16.07,1995.0,181.0,5.0,8.5,1,0,0,1,0,15,1.0713333333333332
3378,Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,42883,First,19.81,1086.0,68.05,5.0,4.27,0,0,1,0,1,7,2.8299999999999996
3379,Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,97000,Second,20.45,1461.0,83.8,5.0,4.25,1,0,0,0,1,12,1.7041666666666666
3380,Mitsubishi Outlander 2.4,Bangalore,2010,39525,First,11.3,2360.0,170.0,5.0,9.25,0,0,1,1,0,14,0.8071428571428572
3381,Maruti Vitara Brezza LDi,Kochi,2017,35384,First,24.3,1248.0,88.5,5.0,8.61,1,0,0,0,1,7,3.4714285714285715
3382,Mercedes-Benz R-Class R350 CDI 4MATIC,Hyderabad,2010,46000,First,11.8,2987.0,261.0,7.0,28.0,1,0,0,1,0,14,0.8428571428571429
3383,Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,First,23.0,1498.0,98.96,5.0,9.25,1,0,0,0,1,6,3.8333333333333335
3384,Hyundai Verna 1.6 CRDI AT SX Option,Chennai,2016,27000,First,19.08,1582.0,126.2,5.0,8.6,1,0,0,1,0,8,2.385
3385,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2018,22734,First,16.47,1198.0,74.0,5.0,7.53,0,0,1,0,1,6,2.7449999999999997
3386,Renault Duster 110PS Diesel RxL,Mumbai,2014,58002,First,19.64,1461.0,108.45,5.0,5.75,1,0,0,0,1,10,1.964
3387,Honda Brio S Option AT,Chennai,2012,31500,First,16.5,1198.0,86.8,5.0,4.15,0,0,1,1,0,12,1.375
3388,Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,30933,First,18.16,1196.0,86.8,5.0,5.84,0,0,1,0,1,7,2.5942857142857143
3389,Audi A6 2.0 TDI Design Edition,Kolkata,2012,27090,First,18.53,1968.0,187.74,5.0,16.5,1,0,0,1,0,12,1.5441666666666667
3390,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,29500,First,15.97,2993.0,258.0,7.0,43.0,1,0,0,1,0,9,1.7744444444444445
3391,Hyundai i10 Sportz Option,Pune,2013,45000,First,20.36,1197.0,78.9,5.0,3.55,0,0,1,0,1,11,1.8509090909090908
3392,Hyundai i20 1.2 Asta Option,Hyderabad,2018,11691,First,18.6,1197.0,81.83,5.0,8.9,0,0,1,0,1,6,3.1
3393,Skoda Octavia L and K 1.9 TDI MT,Hyderabad,2006,121000,Second,16.4,1896.0,90.0,5.0,2.5,1,0,0,0,1,18,0.911111111111111
3394,Hyundai Verna Transform SX VGT CRDi,Hyderabad,2010,118077,First,16.2,1493.0,110.0,5.0,3.85,1,0,0,0,1,14,1.157142857142857
3395,Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,2012,36300,Third,17.1,1591.0,121.4,5.0,7.5,0,0,1,1,0,12,1.425
3396,Hyundai Getz GVS,Mumbai,2005,90000,Second,15.3,1341.0,61.0,5.0,1.8,0,0,1,0,1,19,0.8052631578947369
3397,Ford Figo Diesel EXI,Chennai,2010,78000,First,20.0,1399.0,68.0,5.0,2.25,1,0,0,0,1,14,1.4285714285714286
3398,Audi A6 2011-2015 35 TDI Technology,Mumbai,2015,42000,First,17.68,1968.0,174.33,5.0,24.25,1,0,0,1,0,9,1.9644444444444444
3399,Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,27000,First,16.47,1198.0,74.0,5.0,4.35,0,0,1,0,1,9,1.8299999999999998
3400,BMW X1 sDrive20d,Kolkata,2012,22000,First,17.05,1995.0,184.0,5.0,11.5,1,0,0,1,0,12,1.4208333333333334
3401,Honda City i VTEC SV,Kolkata,2014,49000,First,17.4,1497.0,117.3,5.0,4.75,0,0,1,0,1,10,1.7399999999999998
3402,Hyundai i20 Sportz Option Diesel,Hyderabad,2012,42600,First,23.0,1396.0,90.0,5.0,4.99,1,0,0,0,1,12,1.9166666666666667
3403,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,12794,First,19.0,1199.0,88.7,5.0,9.15,0,0,1,1,0,6,3.1666666666666665
3404,Maruti Swift 1.3 VXi,Jaipur,2006,125000,Fourth & Above,16.1,1197.0,74.0,5.286452057152694,2.35,0,0,1,0,1,18,0.8944444444444445
3405,Honda CR-V 2.4 AT,Hyderabad,2014,88046,First,10.1,2354.0,152.0,5.0,13.99,0,0,1,1,0,10,1.01
3406,Mercedes-Benz A Class A180 CDI,Bangalore,2014,8000,Second,20.0,2143.0,107.3,5.0,19.75,1,0,0,1,0,10,2.0
3407,Mahindra XUV500 AT W10 AWD,Coimbatore,2018,82739,First,16.0,2179.0,140.0,7.0,16.77,1,0,0,1,0,6,2.6666666666666665
3408,Mahindra Bolero SLX 2WD,Bangalore,2006,193000,Third,13.6,2523.0,63.0,7.0,2.5,1,0,0,0,1,18,0.7555555555555555
3409,Renault Scala RxL AT,Mumbai,2013,7000,First,17.97,1498.0,99.6,5.0,3.65,0,0,1,1,0,11,1.6336363636363636
3410,Land Rover Freelander 2 HSE SD4,Ahmedabad,2012,60000,Second,12.35,2179.0,187.74,5.0,23.5,1,0,0,1,0,12,1.0291666666666666
3411,Maruti Alto 800 VXI,Pune,2017,38000,First,22.74,796.0,47.3,5.0,3.11,0,0,1,0,1,7,3.248571428571428
3412,Toyota Etios G,Kochi,2013,56344,First,17.6,1496.0,88.73,5.0,4.57,0,0,1,0,1,11,1.6
3413,Hyundai i20 Sportz Option,Mumbai,2014,17858,First,17.0,1197.0,80.0,5.0,5.32,0,0,1,0,1,10,1.7
3414,Hyundai i10 Sportz,Hyderabad,2012,53000,First,20.36,1197.0,78.9,5.0,3.2,0,0,1,0,1,12,1.6966666666666665
3415,Maruti Swift VDI BSIV,Kochi,2016,67906,First,25.2,1248.0,74.0,5.0,5.63,1,0,0,0,1,8,3.15
3416,Hyundai EON Magna Plus,Hyderabad,2015,19000,First,21.1,814.0,55.2,5.0,3.0,0,0,1,0,1,9,2.3444444444444446
3417,BMW 3 Series 320d,Mumbai,2010,67000,Second,22.69,1995.0,190.0,5.0,9.25,1,0,0,1,0,14,1.6207142857142858
3418,Tata Indigo XL Classic Dicor,Delhi,2011,80000,First,23.57,1396.0,70.0,5.0,1.2,1,0,0,0,1,13,1.813076923076923
3419,Maruti Alto 800 LXI,Delhi,2015,61000,First,22.74,796.0,47.3,5.0,2.15,0,0,1,0,1,9,2.5266666666666664
3420,Volkswagen Polo Diesel Highline 1.2L,Pune,2010,39000,First,22.07,1199.0,73.9,5.0,3.05,1,0,0,0,1,14,1.5764285714285715
3421,Toyota Corolla Altis VL AT,Ahmedabad,2014,59000,First,14.28,1798.0,138.03,5.0,11.5,0,0,1,1,0,10,1.428
3422,Hyundai Santro Xing GLS,Hyderabad,2008,80931,First,17.92,1086.0,62.1,5.0,2.3,0,0,1,0,1,16,1.12
3423,Maruti Swift ZXI,Kolkata,2016,34000,First,20.4,1197.0,81.8,5.0,4.95,0,0,1,0,1,8,2.55
3424,Renault Scala Diesel RxL,Hyderabad,2013,130000,First,21.64,1461.0,84.8,5.0,4.75,1,0,0,0,1,11,1.9672727272727273
3425,Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,52380,First,24.3,1248.0,88.5,5.0,10.15,1,0,0,0,1,6,4.05
3426,Nissan Micra XV,Kolkata,2011,44000,First,18.06,1198.0,75.0,5.0,2.65,0,0,1,0,1,13,1.389230769230769
3427,Ford Figo Diesel EXI,Hyderabad,2015,84000,First,20.0,1399.0,68.05,5.0,3.8,1,0,0,0,1,9,2.2222222222222223
3428,Honda CR-V 2.0 AT,Kochi,2017,41697,First,13.1,1997.0,141.1,5.0,16.68,0,0,1,1,0,7,1.8714285714285714
3429,Nissan Terrano XV 110 PS,Pune,2014,163000,First,19.01,1461.0,108.5,5.0,5.0,1,0,0,0,1,10,1.9010000000000002
3430,Toyota Etios Liva 1.2 G,Chennai,2011,42000,Second,17.71,1197.0,78.9,5.0,3.75,0,0,1,0,1,13,1.3623076923076924
3431,Hyundai i20 Asta 1.4 CRDi,Jaipur,2013,129000,Third,21.27,1396.0,88.76,5.0,4.11,1,0,0,0,1,11,1.9336363636363636
3432,Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2015,32200,Second,18.16,1196.0,86.8,5.0,4.25,0,0,1,0,1,9,2.017777777777778
3433,Mitsubishi Pajero 2.8 GLX CRZ,Mumbai,2004,129000,First,10.5,2835.0,107.2,6.0,3.45,1,0,0,0,1,20,0.525
3434,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,40000,First,17.11,1968.0,174.33,5.0,22.5,1,0,0,1,0,10,1.7109999999999999
3435,Toyota Innova 2.0 E,Delhi,2006,150000,First,12.4,1998.0,132.0,8.0,4.5,0,0,1,0,1,18,0.6888888888888889
3436,Chevrolet Aveo U-VA 1.2 LS,Jaipur,2007,140000,First,15.26,1150.0,74.9,5.0,0.9,0,0,1,0,1,17,0.8976470588235294
3437,Hyundai Getz GLS,Hyderabad,2006,63181,First,15.3,1341.0,83.0,5.0,1.85,0,0,1,0,1,18,0.8500000000000001
3438,Honda Amaze S i-Dtech,Kolkata,2013,39575,First,25.8,1498.0,98.6,5.0,3.25,1,0,0,0,1,11,2.3454545454545457
3440,Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,70374,First,22.7,1498.0,89.84,5.0,7.34,1,0,0,0,1,10,2.27
3441,Volkswagen CrossPolo 1.5 TDI,Kolkata,2015,26256,First,20.14,1498.0,88.5,5.0,4.25,1,0,0,0,1,9,2.2377777777777776
3442,Hyundai Elite i20 Petrol Sportz,Delhi,2016,13460,First,18.6,1197.0,81.86,5.0,6.45,0,0,1,0,1,8,2.325
3443,Toyota Innova 2.5 V Diesel 8-seater,Chennai,2011,122000,Second,12.8,2494.0,102.0,8.0,10.75,1,0,0,0,1,13,0.9846153846153847
3444,Mercedes-Benz M-Class ML 250 CDI,Kolkata,2015,58589,First,15.26,2143.0,203.2,5.0,27.75,1,0,0,1,0,9,1.6955555555555555
3445,Maruti Wagon R LX BSIII,Jaipur,2005,115000,Second,17.3,1061.0,64.0,5.0,0.99,0,0,1,0,1,19,0.9105263157894737
3446,Ford Endeavour 2.2 Trend AT 4X2,Pune,2016,75000,First,12.62,2198.0,158.0,7.0,24.0,1,0,0,1,0,8,1.5775
3447,Hyundai Elite i20 Petrol Sportz,Jaipur,2016,30292,First,18.6,1197.0,81.86,5.0,6.1,0,0,1,0,1,8,2.325
3448,Honda WRV i-VTEC VX,Ahmedabad,2017,32248,First,17.5,1199.0,88.7,5.0,8.25,0,0,1,0,1,7,2.5
3449,Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,74000,First,16.47,1198.0,73.9,5.0,4.65,0,0,1,0,1,11,1.497272727272727
3450,Honda CR-V 2.0L 2WD MT,Mumbai,2014,56100,First,13.7,1997.0,153.86,5.0,9.75,0,0,1,0,1,10,1.3699999999999999
3451,Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,61325,First,18.9,1197.0,81.86,5.0,4.4,0,0,1,0,1,10,1.89
3452,Maruti Swift Dzire VXI,Kolkata,2014,33000,First,19.1,1197.0,85.8,5.0,3.99,0,0,1,0,1,10,1.9100000000000001
3453,BMW 5 Series 2003-2012 530d,Coimbatore,2016,18090,First,16.2,2993.0,258.0,5.0,45.73,1,0,0,1,0,8,2.025
3454,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,71390,First,22.7,1498.0,89.84,5.0,5.27,1,0,0,0,1,10,2.27
3456,Honda City i DTec V,Ahmedabad,2016,67000,First,26.0,1498.0,98.6,5.0,7.25,1,0,0,0,1,8,3.25
3457,Tata Indigo LS,Chennai,2008,99000,Second,17.0,1405.0,70.0,5.0,1.6,1,0,0,0,1,16,1.0625
3458,Renault Duster 110PS Diesel RxL,Pune,2014,142000,Second,19.01,1461.0,108.45,5.0,6.0,1,0,0,0,1,10,1.9010000000000002
3459,Hyundai i10 Sportz,Chennai,2010,26966,First,20.36,1197.0,78.9,5.0,3.0,0,0,1,0,1,14,1.4542857142857142
3460,Honda Jazz 1.2 SV i VTEC,Mumbai,2015,27628,First,18.7,1199.0,88.7,5.0,4.95,0,0,1,0,1,9,2.0777777777777775
3461,Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,2016,82497,First,23.65,1248.0,88.5,5.0,8.99,1,0,0,0,1,8,2.95625
3462,Honda Accord VTi-L MT,Mumbai,2007,86000,Third,11.9,2354.0,144.0,5.0,1.85,0,0,1,0,1,17,0.7000000000000001
3463,Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,2016,26981,First,16.47,1198.0,73.9,5.0,6.16,0,0,1,0,1,8,2.05875
3464,Maruti Ritz VDi,Hyderabad,2010,110471,First,21.1,1248.0,73.9,5.0,3.5,1,0,0,0,1,14,1.5071428571428573
3465,Honda Amaze S Petrol,Jaipur,2014,69000,First,19.5,1199.0,88.76,5.0,4.5,0,0,1,0,1,10,1.95
3466,Hyundai i20 1.2 Asta Option,Hyderabad,2017,12000,First,18.6,1197.0,81.83,5.0,7.75,0,0,1,0,1,7,2.6571428571428575
3467,Renault Duster 85PS Diesel RxL,Hyderabad,2014,77500,First,20.45,1461.0,83.8,5.0,6.6,1,0,0,0,1,10,2.045
3468,Hyundai Grand i10 Magna,Kochi,2014,48031,First,18.9,1197.0,82.0,5.0,4.98,0,0,1,0,1,10,1.89
3469,BMW 3 Series 320d Highline,Chennai,2008,170000,Third,16.07,1995.0,181.0,5.0,9.75,1,0,0,1,0,16,1.004375
3470,Ford Ecosport 1.5 DV5 MT Trend,Mumbai,2014,69565,First,22.7,1498.0,89.84,5.0,5.55,1,0,0,0,1,10,2.27
3471,Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,2016,45492,First,21.5,1498.0,108.5,5.0,10.3,1,0,0,1,0,8,2.6875
3472,Honda Accord 2.4 AT,Chennai,2011,85000,Second,11.7,2354.0,177.6,5.0,7.5,0,0,1,1,0,13,0.8999999999999999
3473,Chevrolet Aveo 1.4,Hyderabad,2008,55902,First,14.49,1399.0,92.7,5.0,1.8,0,0,1,0,1,16,0.905625
3474,Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,18500,First,16.2,1199.0,74.0,5.0,6.25,0,0,1,0,1,7,2.314285714285714
3475,Mahindra Xylo D4 BS III,Hyderabad,2015,129750,Second,14.95,2489.0,93.7,7.0,6.8,1,0,0,0,1,9,1.661111111111111
3476,Hyundai i10 Magna AT,Hyderabad,2009,50902,First,19.2,1197.0,80.0,5.0,3.0,0,0,1,1,0,15,1.28
3477,Mahindra XUV500 W8 4WD,Coimbatore,2015,84725,First,15.1,2179.0,140.0,7.0,11.6,1,0,0,0,1,9,1.6777777777777778
3478,Hyundai Elantra CRDi SX,Mumbai,2013,40000,Second,22.7,1582.0,126.24,5.0,6.95,1,0,0,0,1,11,2.0636363636363635
3479,Volkswagen Passat 1.8 TSI MT,Mumbai,2010,60000,Third,14.3,1798.0,160.0,5.0,3.5,0,0,1,0,1,14,1.0214285714285716
3480,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,33496,First,18.9,1197.0,81.86,5.0,5.5,0,0,1,0,1,10,1.89
3481,Hyundai i20 Asta Option 1.2,Mumbai,2015,25000,First,18.6,1197.0,81.83,5.0,5.65,0,0,1,0,1,9,2.066666666666667
3482,Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,2013,71000,First,18.2,1248.0,73.8,8.0,3.25,1,0,0,0,1,11,1.6545454545454545
3483,Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,Coimbatore,2015,20826,First,14.3,1598.0,103.6,5.0,7.72,0,0,1,1,0,9,1.588888888888889
3484,Hyundai Creta 1.6 CRDi SX,Pune,2016,42244,First,19.67,1582.0,126.2,5.0,12.0,1,0,0,0,1,8,2.45875
3485,Chevrolet Beat Diesel PS,Jaipur,2013,98598,First,25.44,936.0,57.6,5.0,1.55,1,0,0,0,1,11,2.312727272727273
3486,Toyota Fortuner 3.0 Diesel,Delhi,2011,62100,First,11.5,2982.0,171.0,7.0,10.75,1,0,0,0,1,13,0.8846153846153846
3487,Hyundai i20 Sportz Option 1.2,Coimbatore,2016,44238,First,18.6,1197.0,81.83,5.0,6.72,0,0,1,0,1,8,2.325
3488,Audi Q7 3.0 TDI quattro,Coimbatore,2012,91743,First,12.07,2967.0,241.4,7.0,28.55,1,0,0,1,0,12,1.0058333333333334
3489,Porsche Panamera Diesel,Bangalore,2013,19828,Second,17.85,2967.0,300.0,4.0,75.0,1,0,0,1,0,11,1.6227272727272728
3490,Honda City i VTEC VX,Hyderabad,2016,36891,First,17.8,1497.0,117.3,5.0,10.49,0,0,1,0,1,8,2.225
3491,Mahindra Quanto C4,Hyderabad,2012,90049,First,17.21,1493.0,100.0,7.0,3.8,1,0,0,0,1,12,1.4341666666666668
3492,Audi A4 2.0 TDI Multitronic,Ahmedabad,2012,74002,First,16.55,1968.0,140.0,5.0,18.5,1,0,0,1,0,12,1.3791666666666667
3493,Hyundai Sonata Transform 2.4 GDi AT,Kolkata,2013,41000,First,12.37,2359.0,198.25,5.0,6.0,0,0,1,1,0,11,1.1245454545454545
3494,Hyundai Verna 1.6 SX,Hyderabad,2012,83678,First,22.32,1582.0,126.32,5.0,5.5,1,0,0,0,1,12,1.86
3495,Maruti Wagon R LXI BS IV,Pune,2010,91000,First,18.9,998.0,67.1,5.0,2.3,0,0,1,0,1,14,1.3499999999999999
3496,Maruti Ertiga SHVS ZDI Plus,Jaipur,2016,50000,First,24.52,1248.0,88.5,7.0,8.7,1,0,0,0,1,8,3.065
3497,Hyundai Xcent 1.1 CRDi S Option,Delhi,2015,58000,First,24.4,1120.0,71.01,5.0,4.95,1,0,0,0,1,9,2.711111111111111
3498,Maruti Swift VDI,Jaipur,2012,80000,First,22.9,1248.0,74.0,5.0,4.25,1,0,0,0,1,12,1.9083333333333332
3499,Mahindra XUV500 W6 2WD,Kochi,2017,41290,Second,16.0,2179.0,140.0,7.0,10.94,1,0,0,0,1,7,2.2857142857142856
3500,BMW 5 Series 520d Luxury Line,Delhi,2013,65000,First,22.48,1995.0,190.0,5.0,21.26,1,0,0,1,0,11,2.0436363636363635
3501,Toyota Corolla Altis 1.8 G,Bangalore,2016,16471,Second,14.28,1798.0,138.03,5.0,11.5,0,0,1,0,1,8,1.785
3502,Hyundai i20 Asta 1.4 CRDi,Pune,2015,54339,Second,22.54,1396.0,88.73,5.0,6.0,1,0,0,0,1,9,2.5044444444444443
3503,Mahindra KUV 100 mFALCON G80 K2,Hyderabad,2016,24025,First,18.15,1198.0,82.0,6.0,4.1,0,0,1,0,1,8,2.26875
3504,Maruti Alto 800 2016-2019 LXI,Kolkata,2013,24027,First,24.7,796.0,47.3,5.0,2.01,0,0,1,0,1,11,2.2454545454545456
3505,Fiat Punto EVO 1.2 Emotion,Hyderabad,2010,59270,First,15.7,1172.0,67.0,5.0,2.6,0,0,1,0,1,14,1.1214285714285714
3506,Maruti Wagon R VXI BS IV,Kolkata,2012,40000,First,18.9,998.0,67.1,5.0,2.35,0,0,1,0,1,12,1.575
3507,Mitsubishi Pajero 4X4 LHD,Bangalore,2012,155566,Second,9.5,2835.0,118.6,6.0,9.15,1,0,0,0,1,12,0.7916666666666666
3508,Honda Brio EX MT,Chennai,2013,42320,First,19.4,1198.0,86.8,5.0,2.9,0,0,1,0,1,11,1.7636363636363634
3509,Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2017,24153,Second,22.54,1396.0,88.73,5.0,9.18,1,0,0,0,1,7,3.2199999999999998
3510,Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,27000,First,13.0,1591.0,121.3,5.0,11.45,0,0,1,1,0,8,1.625
3512,Honda Amaze S i-VTEC,Kochi,2017,61795,First,17.8,1198.0,86.7,5.0,5.53,0,0,1,0,1,7,2.542857142857143
3513,Mahindra KUV 100 mFALCON G80 K6 Plus,Chennai,2016,13500,First,18.15,1198.0,82.0,6.0,3.75,0,0,1,0,1,8,2.26875
3514,Honda City i-VTEC CVT VX,Pune,2018,4500,First,18.0,1497.0,117.3,5.0,12.5,0,0,1,1,0,6,3.0
3515,Mahindra XUV500 AT W10 FWD,Mumbai,2017,23000,First,16.0,2179.0,140.0,7.0,15.5,1,0,0,1,0,7,2.2857142857142856
3517,Mercedes-Benz New C-Class 220 CDI AT,Mumbai,2013,80578,Second,14.84,2143.0,170.0,5.0,14.5,1,0,0,1,0,11,1.3490909090909091
3518,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,42646,First,19.6,1461.0,108.45,5.0,12.46,1,0,0,1,0,7,2.8000000000000003
3519,Volkswagen Polo 1.2 MPI Comfortline,Bangalore,2014,30000,Second,16.47,1198.0,74.0,5.0,5.25,0,0,1,0,1,10,1.6469999999999998
3520,BMW 5 Series 520d Sedan,Delhi,2012,90000,First,18.48,1197.0,74.0,5.286452057152694,14.5,1,0,0,1,0,12,1.54
3521,Mercedes-Benz S Class 2005 2013 S 350 CDI,Bangalore,2009,98000,Second,13.5,2987.0,282.0,5.0,25.0,1,0,0,1,0,15,0.9
3522,Hyundai Santro GLS II - Euro II,Kochi,2012,66400,First,0.0,1197.0,74.0,5.286452057152694,2.66,0,0,1,0,1,12,0.0
3523,Jaguar XJ 3.0L Premium Luxury,Hyderabad,2012,50000,First,12.9,2993.0,271.23,4.0,45.0,1,0,0,1,0,12,1.075
3524,Maruti Swift VDI,Jaipur,2015,63310,First,28.4,1248.0,74.0,5.0,5.1,1,0,0,0,1,9,3.1555555555555554
